Nom Film,Resume,date,heure,Type ,Réalisateur,Acteur,Note presse,Note Public
La Colline des hommes perdus,"Durant la Seconde Guerre mondiale, un camp disciplinaire situé en Libye et dirigé par le sergent-major Wilson accueille cinq nouveaux prisonniers. Le terrible sergent Williams est nommé par Wilson pour en faire de vrais soldats.","19 mai 2009
","
2h 03min
","
Drame,
Guerre","
Sidney Lumet","
Sean Connery,
Harry Andrews,
Ian Bannen",--,"3,6"
La Dernière marche,"Soeur Helen Prejean va accompagner jusqu'à sa mort Matthew Poncelet, condamné à la peine capitale pour l'assassinat de deux adolescents.","27 mars 1995
","
2h 02min
","
Drame","
Tim Robbins","
Susan Sarandon,
Sean Penn,

Robert Prosky",--,"2,3"
Very Bad Trip 3,"Deux ans ont passé. Phil, Stu et Doug mènent des existences tranquilles et heureuses. Ils ont fait disparaître leurs tatouages et se sont rachetés une conduite. Seul Alan n'a pas trouvé son équilibre et laisse libre cours à ses impulsions.","29 mai 2013
","
1h 40min
","
Comédie","
Todd Phillips","
Bradley Cooper,
Ed Helms,
Zach Galifianakis",--,"3,8"
Les Uns et les autres,"45 ans de l’histoire du monde, de 1936 aux années 1980, à travers le destin de quatre familles, aux quatre coins du monde. Moscou : Tatiana épouse Boris, le père de son fils Sergueï, futur danseur étoile. Paris : Anne et Simon sont déportés et contraints d’abandonner leur nouveau-né. Berlin : Karl Kremer, pianiste, reçoit les félicitations du Führer. New York : la formation de jazz de Jack Glenn triomphe… Des hommes, des femmes, qui vivent dans des pays différents mais parlent une même langue : la musique.","27 mai 1981
","
3h 05min
 ","
Drame,
Musical","
Claude Lelouch","
James Caan,
Geraldine Chaplin,
Jacques Villeret","3,5",--
L'Eté en pente douce,"En échange d'un lapin cédé à son voisin, Fane reçoit Lilas, brave fille innocente et sensuelle, avec laquelle il décide de partir, tout plaquer pour rejoindre la maison familiale, dans le sud de la France, où il retrouve son frère, Momo. Il débarque le jour de l'enterrement de sa mère. La tenue légère de la pulpeuse Lilas ne manque pas de choquer les bigotes du village. Les problèmes commencent...","29 avril 1987
","
1h 37min
","
Drame","
Gérard Krawczyk","
Jacques Villeret,
Jean-Pierre Bacri,
Pauline Lafont","4,1",--
Ludwig - Le crépuscule des Dieux,"Évocation du règne de Louis II de Bavière, protecteur des arts (et en particulier mécène de Richard Wagner qui lui dut son salut et la possibilité de réaliser ses plus belles œuvres) et de la complicité presque amoureuse qui le lie avec sa cousine Sissi.","15 mars 1973
","
3h 57min
","
Biopic,
Drame,
Historique","
Luchino Visconti","
Helmut Berger,
Romy Schneider,
Silvana Mangano",--,"2,1"
Le Spectacle de Noël,"Vera Parks est metteur en scène et essaie tant bien que mal de faire carrière à Broadway, mais son mauvais caractère lui joue des tours et sa réputation la précède. Elle est obligée d'accepter la mise en scène d'un spectacle de Noël dans une banlieue perdue près de New York...","20 décembre 2012
","
1h 27min
","
Comédie,
Romance","
David S. Cass Sr.","
Melissa Gilbert,
Robert Mailhouse,
Candice Azzara",--,"4,6"
Gaston Lagaffe,"M’enfin ! Gaston débarque en stage au Peticoin. Avec ces inventions délirantes, il va changer le quotidien de ses collègues.  Chat, mouette, vache, et gaffophone seront au rendez-vous des aventures de notre bricoleur de génie qui ne pense qu’à faire le bien autour de lui mais qui a le don d’énerver Prunelle son patron.","4 avril 2018
","
1h 23min
","
Comédie","
Pierre-François Martin-Laval","
Théo Fernandez,
Pierre-François Martin-Laval,
Arnaud Ducret",--,"2,1"
"Edvard Munch, la danse de la vie","Fin du 19e siècle en Norvège. Edvard Munch est un jeune peintre prometteur mais c’est aussi un homme tourmenté par ses drames amoureux, la crainte de tomber malade et taraudé par une idée : être reconnu à la hauteur de son talent...","2 février 2005
","
2h 54min
","
Biopic","
Peter Watkins","
Geir Westby,
Eric Allum,
Gro Fraas",,
Love in the Villa,Le voyage à Vérone dont rêvait Julie pourrait bien dérailler lorsqu'elle découvre que la villa qu'elle a louée est occupée par un inconnu aussi exaspérant que séduisant.,"1 septembre 2022
","
1h 54min
","
Drame,
Romance","
Mark Steven Johnson","
Kat Graham,
Tom Hopper,
Laura Hopper (II)",,
Pinocchio,"Aidé de la fée bleue, Gepetto parvient à insuffler la vie à sa dernière marionnette qu'il nomme Pinocchio.","1 juin 1946
","
1h 28min
","
Animation,
Famille,
 Fantastique","
Norman Ferguson,
Ben Sharpsteen,
Bill Roberts","
Renée Dandry,
Dickie Jones,
Evelyn Venable","4,0",--
Fahim,"Forcé de fuir son Bangladesh natal, le jeune Fahim et son père quittent le reste de la famille pour Paris. Dès leur arrivée, ils entament un véritable parcours du combattant pour obtenir l’asile politique. Grâce à son don pour les échecs, Fahim rencontre Sylvain, l’un des meilleurs entraîneurs d’échecs de France.","16 octobre 2019
","
1h 48min
","
Biopic,
Comédie,
Drame","
Pierre-François Martin-Laval","
Assad Ahmed,
Gérard Depardieu,
Isabelle Nanty","3,3",--
La Porte du paradis,"En 1890, dans le Wyoming, de riches éleveurs anglo-saxons s'opposent à la conquête anarchique du territoire américain par les immigrants d'Europe centrale. Ils engagent des mercenaires pour y remédier.","22 mai 1981
","
3h 39min
","
Aventure,
Drame,
Western","
Michael Cimino","
Kris Kristofferson,
Christopher Walken,
John Hurt","4,0",--
La Nuit au musée : Le Secret des Pharaons,"Larry, gardien de musée le plus survolté, quitte New York pour Londres où il va vivre sa plus grande aventure.","4 février 2015
","
1h 37min
","
Aventure,
Comédie,
Fantastique","
Shawn Levy","
Ben Stiller,
Robin Williams,
Owen Wilson","3,2",--
Indian Palace - Suite royale,"Maintenant que l’hôtel Marigold affiche complet, ses directeurs, Muriel Donnelly et Sonny Kapoor songent à l’agrandir. Ils ont justement trouvé l’endroit idéal pour ouvrir un deuxième établissement.","1 avril 2015
","
2h 03min
","
Comédie,
Drame","
John Madden","
Judi Dench,
Maggie Smith,
Bill Nighy","3,4",--
Une prière avant l'aube,"L'histoire vraie de Billy Moore, enfermé dans une des plus dures prisons, Klong Prem. Refusant d'y mourir, Billy apprend la boxe Muay Thai et trouve une fraternité qui va l'aider à se racheter.","20 juin 2018
","
1h 57min
","
Drame,
Thriller","
Jean-Stéphane Sauvaire","
Joe Cole,
Vithaya Pansringarm,
Panya Yimmumphai","3,7",--
Faux-Semblants,"Deux vrais jumeaux, Beverly et Elliot Mantle, gynecologues de renom, partagent le meme appartement, la meme clinique, les memes idees et les memes femmes. Un jour, une actrice celebre vient les consulter pour sterilite. Les deux freres en tombent amoureux mais si pour Elliot elle reste une femme parmi tant d'autres, pour Beverly elle devient la ...","8 février 1989
","
1h 55min
","
Drame,
Epouvante-horreur,
Thriller","
David Cronenberg","
Jeremy Irons,
Geneviève Bujold,
Heidi von Palleske","3,5",--
Boomerang,"En revenant avec sa sœur Agathe sur l’île de Noirmoutier, berceau de leur enfance, Antoine ne soupçonnait pas combien le passé, tel un boomerang, se rappellerait à son souvenir. Secrets, non-dits, mensonges : et si toute l’histoire de cette famille était en fait à réécrire ?","23 septembre 2015
","
1h 41min
","
Drame","
François Favrat","
Laurent Lafitte,

Mélanie Laurent,
Audrey Dana","3,8",--
The Call,"Une adolescente est kidnappée par un tueur en série. Pour la sauver, une opératrice d'un centre d'appel d'urgences va affronter ses propres peurs liées à une tragédie de son passé.","29 mai 2013
","
1h 35min
","
Action,
Thriller","
Brad Anderson","
Halle Berry,
Abigail Breslin,
Morris Chestnut","3,6",--
Madagascar 2,Les anciens pensionnaires du zoo de Central Park rencontrent alors pour la première fois leurs familles respectives dans leur habitat naturel. Une occasion unique de renouer avec ses racines...,"3 décembre 2008
","
1h 35min
","
Aventure,
Animation,
Famille","
Eric Darnell,
Tom McGrath","
Anthony Kavanagh,
Chris Rock,
Jada Pinkett Smith","3,4",--
Tampopo,"Tampopo, une jeune veuve, gère, sans succès, un petit restaurant de « ramen » (soupe de nouilles) dans un quartier populaire de Tokyo. Sa vie va basculer le jour où un client, Goro, routier à la dégaine de cow-boy et fin gourmet, décide de lui enseigner l'art et la manière de cuisiner les nouilles. Leur histoire croisera aussi les aventures érotico-alimentaires d'un homme en complet blanc, l'obsession compulsive d'une vieille dame, le dernier repas d'une mère de famille, un dîner d'affaires...","25 novembre 1987
","
1h 54min
","
Comédie","
Juzo Itami","
Nobuko Miyamoto,
Tsutomu Yamazaki,
Ken Watanabe",--,"3,7"
Ammonite,1840. Mary Anning prend en pension l'épouse convalescente d'un de ses clients fortunés. C’est le début d’une histoire d’amour passionnée qui défiera toutes les barrières sociales et changera leurs vies à jamais.,"5 octobre 2021
","
 1h 58min
","
Drame,
Romance","
Francis Lee","
Kate Winslet,
Saoirse Ronan,
Fiona Shaw",--,"2,8"
Halloween 2,"Michael Myers, échappé de l'hôpital psychiatrique, sème de nouveau la terreur dans la petite ville d'Haddonfield. Les habitants fêtent Halloween, la nuit des sorcières et la police a bien du mal à démasquer le meutrier.","16 juin 1982
","
1h 31min
","
Epouvante-horreur,
Thriller","
Rick Rosenthal","
Jamie Lee Curtis,
Donald Pleasence,
Charles Cyphers","4,0",--
Ouvre les yeux,"César, un jeune homme de 25 ans, est enfermé dans une unité psychiatrique carcérale. Un psychiatre l'aide à prendre connaissance des circonstances qui l'ont amené à commettre un meurtre.","18 novembre 1998
","
1h 57min
","
Fantastique,
Thriller","
Alejandro Amenábar","
Eduardo Noriega,

Penélope Cruz,
Fele Martínez",--,
Bébé part en vadrouille,"Bébé Bink est l'héritier d'une riche famille et attire, par conséquent les convoitises. Attirés par une rançon juteuse, trois escrocs kidnappent le bébé. Mais, celui-ci va leur donner du fil à retordre...","26 octobre 1994
","
1h 39min
","
Aventure,
Comédie","
Patrick Read Johnson","
Joe Mantegna,
Lara Flynn Boyle,
Joe Pantoliano","2,5",--
Ong-Bak,"Nong Pradu, un village paisible niché dans une vallée boisée de Thaïlande, est en deuil après le vol de son Bouddha sacré : Ong-Bak. Ting, entraîné secrètement au Muay Thai, art ancien de boxe thaï, se désigne pour aller le récupérer à Bangkok.","7 avril 2004
","
1h 45min
","
Action,
Arts Martiaux","
Prachya Pinkaew","
Tony Jaa,
Petthai Wongkhamlao,

Pumwaree Yodkamol","2,7",--
Le monde de Nathan,"Nathan est un adolescent souffrant de troubles autistiques et prodige en mathématiques. Il tisse pourtant une amitié étonnante avec son professeur anticonformiste Mr. Humphreys, qui le pousse à intégrer l’équipe britannique et participer aux prochaines Olympiades Internationales de Mathématiques.","8 octobre 2014
","
1h 51min
","
Comédie,
Drame","
Morgan Matthews","
Asa Butterfield,
Rafe Spall,
Sally Hawkins","3,8",--
Le Spectacle de Noël,"Vera Parks est metteur en scène et essaie tant bien que mal de faire carrière à Broadway, mais son mauvais caractère lui joue des tours et sa réputation la précède. Elle est obligée d'accepter la mise en scène d'un spectacle de Noël dans une banlieue perdue près de New York...","20 décembre 2012
","
1h 27min
","
Comédie,
Romance","
David S. Cass Sr.","
Melissa Gilbert,
Robert Mailhouse,
Candice Azzara",--,"2,7"
The Wandering Earth,"Un groupe d’astronaute doit trouver une nouvelle planète pour l’humanité, le soleil étant en train de mourir.","26 juin 2020
","
2h 05min
","
Science Fiction","
Frant Gwo","
Jing Wu,
Qu Jingjing,
Guangjie Li","3,0","2,8"
La Cité de l'ombre,"Ember est une ville prospère qui s'étend depuis des générations dans un monde de lumières éclatantes. Mais le générateur de la ville d'Ember est défaillant, et les grandes lampes qui illuminent la ville commencent à clignoter...","17 décembre 2008
","
1h 30min
","
Aventure,
Fantastique","
Gil Kenan","
Bill Murray,
Saoirse Ronan,
Harry Treadaway","3,6","2,4"
Le Bruit des glaçons,"C'est l'histoire d'un homme qui reçoit la visite de son cancer. "" Bonjour, lui dit le cancer, je suis votre cancer. Je me suis dit que ça serait peut-être pas mal de faire un petit peu connaissance... ""","25 août 2010
","
1h 27min
","
Comédie dramatique","
Bertrand Blier","
Jean Dujardin,
Albert Dupontel,
Anne Alvaro","3,6","3,9"
La Dernière marche,"Soeur Helen Prejean va accompagner jusqu'à sa mort Matthew Poncelet, condamné à la peine capitale pour l'assassinat de deux adolescents.","27 mars 1995
","
2h 02min
","
Drame","
Tim Robbins","
Susan Sarandon,
Sean Penn,
Robert Prosky","2,3","1,9"
Les Profs 2,"Les pires Profs de France débarquent en Angleterre pour une mission ultra-secrète. Avec Boulard, le Roi des cancres, ils sont parachutés dans le meilleur lycée du pays, et ils vont appliquer leurs célèbres méthodes sur la future élite de la nation.","1 juillet 2015
","
1h 32min
","
Comédie","
Pierre-François Martin-Laval","
Kev Adams,
Isabelle Nanty,
Didier Bourdon","3,8","3,7"
Murina,"Sur l’île croate où elle vit, Julija souffre de l’autorité excessive de son père. Le réconfort, elle le trouve au contact de sa mère – et de la mer, un refuge dont elle explore les richesses. L’arrivée d’un riche ami de son père exacerbe les tensions au sein de la famille. Julija réussira-t-elle à gagner sa liberté ?","20 avril 2022
","
1h 36min
","
Drame","
Antoneta Alamat Kusijanovic","
Gracija Filipovic,
Danica Curcic,
Leon Lucev","3,2","2,6"
L'Exorcisme d'Emily Rose,"En 1976, durant une séance d'exorcisme soutenue par l'église catholique, une jeune fille possédée, étudiante de 18 ans, meurt subitement. Le prêtre se retrouve alors condamné pour meurtre...","7 décembre 2005
","
1h 59min
","
Thriller","
Scott Derrickson","
Laura Linney,
Tom Wilkinson,
Campbell Scott","3,8",--
Marshall - La vérité sur l'affaire Spell,"Alors que la nation chancèle à l'aube de la seconde guerre mondiale, Marshall est envoyé dans un Connecticut conservateur afin de défendre un chauffeur noir dans un très public procès pour agression sexuelle et tentative d'assassinat. Marshall se voit associé à Samuel Friedman, un jeune avocat juif qui n'a jamais défendu un client.","14 mars 2018
","
1h 58min
","
Biopic,
Drame","
Reginald Hudlin","
Chadwick Boseman,
Josh Gad,
Kate Hudson",--,"3,3"
Souviens-toi... l'été dernier,"La nuit de la fête nationale, Julie, Helen, Ray et Barry ont par accident renversé un inconnu. Devant la crainte de leur avenir compromis par ce drame, ils décident de faire disparaître le corps et font le serment de ne rien dire à personne, jamais. L'été suivant, chacun des quatre amis se trouve confronté à des évenements terrifiants. ...","28 janvier 1998
","
1h 40min
","
Epouvante-horreur,
Thriller","
Jim Gillespie","
Jennifer Love Hewitt,
Sarah Michelle Gellar,
Ryan Phillippe","3,4","3,1"
The Mortuary Collection,"Une jeune femme pénètre dans une très vieille maison funéraire afin de s’enquérir de l’annonce d’emploi affichée à l’extérieur. Elle est accueillie par l’imposant Montgomery Dark, croque-mort de son état. L’entretien d’embauche prend la forme de récits macabres racontés par le taulier, tous plus terrifiants les uns que les autres, pour le grand plaisir de la candidate.","1 octobre 2021
","
1h 51min
","
Fantastique,
Epouvante-horreur","
Ryan Spindell","
Clancy Brown,
Caitlin Fisher,
Christine Marie Kilmer",,
